order_number,quantity,unit_price,line_number,status,product,msrp,product_code,customer_name,phone,address,city,state,postal_code,country,territory,month_relative,customer_id,contact
10280,20,28.88,12,Shipped,Vintage Cars,33,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,NA,10100,Italy,EMEA,9,2,Accorti Paolo
10288,29,38.17,1,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,8,40,Victorino Wendy
10304,23,30.2,16,Shipped,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,NA,78000,France,EMEA,7,8,Tonini Daniel
10312,39,29.54,13,Shipped,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,7,57,Nelson Valarie
10322,20,100,3,Shipped,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,6,62,Young Valarie
10332,45,81.91,6,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10344,20,35.18,6,Shipped,Vintage Cars,33,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,NA,13008,France,EMEA,6,49,Lebihan Laurence
10356,48,100,5,Shipped,Vintage Cars,33,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,5,48,Da Cunha Daniel
10367,23,36.29,13,Resolved,Vintage Cars,33,S24_1937,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,4,87,Young Julie
10380,32,70.56,4,Shipped,Vintage Cars,33,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10391,33,100,8,Shipped,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,2,3,O'Hara Anna
10409,61,29.54,1,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,1,40,Victorino Wendy
10420,45,26.88,1,In Process,Vintage Cars,33,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,0,77,Huxley Adrian
10107,38,83.03,7,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,27,47,Yu Kwai
10120,34,83.79,5,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,25,6,Ferguson Peter
10134,43,83.03,7,Shipped,Motorcycles,76,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,22,48,Da Cunha Daniel
10145,47,83.03,11,Shipped,Motorcycles,76,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,21,87,Young Julie
10158,22,67.03,1,Shipped,Motorcycles,76,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,NA,4110,Norway,EMEA,19,12,Bergulfsen Jonas
10168,29,75.41,6,Shipped,Motorcycles,76,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,United States,NA,19,81,Hirano Juri
10180,28,68.55,14,Shipped,Motorcycles,76,S24_2000,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,NA,59000,France,EMEA,18,27,Rance Martine
10188,40,91.4,6,Shipped,Motorcycles,76,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,NA,N 5804,Norway,EMEA,18,42,Oeztan Veysel
10201,25,73.88,7,Shipped,Motorcycles,76,S24_2000,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,NA,United States,NA,17,58,Murphy Julie
10210,30,61.7,4,Shipped,Motorcycles,76,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,16,64,Kentary Mory
10223,38,69.31,6,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,15,6,Ferguson Peter
10236,36,87.6,3,Shipped,Motorcycles,76,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,13,59,Hernandez Rosa
10250,32,87.6,1,Shipped,Motorcycles,76,S24_2000,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,12,83,Frick Sue
10263,37,62.46,7,Shipped,Motorcycles,76,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,United States,NA,11,36,King Julie
10275,30,79.98,6,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,10,46,Labrune Janine
10285,39,70.08,11,Shipped,Motorcycles,76,S24_2000,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,9,50,Hernandez Marta
10297,32,65.51,1,Shipped,Motorcycles,76,S24_2000,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,NA,2,Ireland,EMEA,8,21,Cassidy Dean
10308,47,63.22,4,Shipped,Motorcycles,76,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,7,55,Frick Steve
10318,26,86.83,6,Shipped,Motorcycles,76,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,6,29,Yu Kyung
10329,37,94.43,4,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,6,47,Yu Kwai
10340,55,79.98,8,Shipped,Motorcycles,76,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,NA,8022,Spain,EMEA,6,33,Saavedra Eduardo
10363,21,100,8,Shipped,Motorcycles,76,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,4,79,Suominen Kalle
10375,23,100,9,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,3,46,Labrune Janine
10389,49,81.4,2,Shipped,Motorcycles,76,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,2,74,Larsson Maria
10402,59,87.6,3,Shipped,Motorcycles,76,S24_2000,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,NA,75016,France,EMEA,1,9,Perrier Dominique
10416,32,87.6,1,Shipped,Motorcycles,76,S24_2000,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,0,44,Moroni Maurizio
10105,43,100,9,Shipped,Ships,122,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,NA,1734,Denmark,EMEA,27,28,Petersen Jytte
10117,41,100,3,Shipped,Ships,122,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,25,32,Natividad Eric
10129,45,100,9,Shipped,Ships,122,S24_2011,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,23,78,Brown Ann
10142,33,100,6,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,21,57,Nelson Valarie
10153,40,100,5,Shipped,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,20,34,Freyre Diego
10167,33,100,16,Cancelled,Ships,122,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,19,74,Larsson Maria
10177,50,100,7,Shipped,Ships,122,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,NA,28023,Spain,EMEA,18,16,Fernandez Jesus
10185,30,100,7,Shipped,Ships,122,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,18,56,Tam Wing C
10197,41,100,13,Shipped,Ships,122,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,NA,8022,Spain,EMEA,18,33,Saavedra Eduardo
10208,35,100,7,Shipped,Ships,122,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,16,73,Saveley Mary
10221,49,100,1,Shipped,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,NA,B-1180,Belgium,EMEA,15,66,Dewey Catherine
10232,46,100,4,Shipped,Ships,122,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,United Kingdom,EMEA,14,39,Bennett Helen
10248,48,100,10,Cancelled,Ships,122,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,12,47,Yu Kwai
10261,36,100,8,Shipped,Ships,122,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,11,67,Fresnisre Jean
10273,22,100,11,Shipped,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,NA,B-1180,Belgium,EMEA,10,66,Dewey Catherine
10283,42,100,13,Shipped,Ships,122,S24_2011,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,9,70,Lincoln Elizabeth
10293,21,100,2,Shipped,Ships,122,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,NA,10100,Italy,EMEA,8,2,Accorti Paolo
10306,29,100,7,Shipped,Ships,122,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,7,11,Ashworth Victoria
10315,35,100,6,Shipped,Ships,122,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,7,46,Labrune Janine
10326,41,100,4,Shipped,Ships,122,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,NA,S-958 22,Sweden,EMEA,6,91,Berglund Christina
10337,29,71.97,4,Shipped,Ships,122,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,New York,NY,10022,United States,NA,6,20,Hernandez Maria
10350,34,50.33,7,Shipped,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10372,37,100,8,Shipped,Ships,122,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,4,84,Shimamura Akiko
10384,28,80.54,3,Shipped,Ships,122,S24_2011,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,3,24,Brown Julie
10396,49,100,6,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10414,23,100,10,On Hold,Ships,122,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,United States,NA,0,38,Yoshido Juri
10101,46,53.76,2,Shipped,Vintage Cars,44,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,NA,60528,Germany,EMEA,28,14,Keitel Roland
10110,39,44.35,2,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,26,11,Ashworth Victoria
10124,22,45.25,1,Shipped,Vintage Cars,44,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,24,76,King Sue
10149,49,49.28,6,Shipped,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,United States,NA,20,75,Taylor Sue
10162,43,36.29,4,Shipped,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,19,24,Brown Julie
10173,27,41.22,8,Shipped,Vintage Cars,44,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,18,69,Rovelli Giovanni
10182,31,36.74,5,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,18,57,Nelson Valarie
10193,20,50.62,9,Shipped,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,18,5,Connery Sean
10205,24,38.08,4,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,17,34,Freyre Diego
10214,49,47.94,2,Shipped,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,16,25,Sommer Mart<a1>n
10227,24,48.38,5,Shipped,Vintage Cars,44,S24_2022,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,14,73,Saveley Mary
10244,39,45.25,9,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,13,34,Freyre Diego
10255,37,45.7,2,Shipped,Vintage Cars,44,S24_2022,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,11,54,Citeaux Frederique
10280,45,47.49,11,Shipped,Vintage Cars,44,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,NA,10100,Italy,EMEA,9,2,Accorti Paolo
10289,45,48.38,4,Shipped,Vintage Cars,44,S24_2022,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,NA,N 5804,Norway,EMEA,8,42,Oeztan Veysel
10304,44,39.42,15,Shipped,Vintage Cars,44,S24_2022,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,NA,78000,France,EMEA,7,8,Tonini Daniel
10312,23,37.63,12,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,7,57,Nelson Valarie
10322,30,100,4,Shipped,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,6,62,Young Valarie
10332,26,85.52,10,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10345,43,53.76,1,Shipped,Vintage Cars,44,S24_2022,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,NA,44000,France,EMEA,6,4,Schmitt Carine
10356,26,31.86,7,Shipped,Vintage Cars,44,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,NA,75508,France,EMEA,5,48,Da Cunha Daniel
10367,28,30.59,12,Resolved,Vintage Cars,44,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,4,87,Young Julie
10380,27,68.35,5,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10391,24,100,1,Shipped,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,2,3,O'Hara Anna
10421,40,45.7,2,In Process,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,0,57,Nelson Valarie
10103,36,100,1,Shipped,Trucks and Buses,127,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,NA,4110,Norway,EMEA,28,12,Bergulfsen Jonas
10114,21,100,5,Shipped,Trucks and Buses,127,S24_2300,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,NA,75012,France,EMEA,25,45,Bertrand Marie
10126,27,100,1,Shipped,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,24,25,Sommer Mart<a1>n
10140,47,100,1,Shipped,Trucks and Buses,127,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,United States,NA,22,81,Hirano Juri
10151,42,100,8,Shipped,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,20,65,Koskitalo Pirkko
10165,32,100,17,Shipped,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10175,28,100,6,Shipped,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,18,78,Brown Ann
10184,24,100,11,Shipped,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,18,43,Roel Jose Pedro
10194,49,100,1,Shipped,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,18,73,Saveley Mary
10207,46,100,12,Shipped,Trucks and Buses,127,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,17,30,Franco Valarie
10217,28,100,1,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,15,40,Victorino Wendy
10229,48,100,6,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,14,57,Nelson Valarie
10246,29,100,10,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,12,34,Freyre Diego
10259,47,100,9,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,11,40,Victorino Wendy
10271,43,100,10,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,10,57,Nelson Valarie
10281,25,100,6,Shipped,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,9,29,Yu Kyung
10291,48,100,1,Shipped,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,8,74,Larsson Maria
10305,24,100,10,Shipped,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,7,50,Hernandez Marta
10313,42,100,4,Shipped,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,7,18,Tannamuri Yoshi
10324,31,100,2,Shipped,Trucks and Buses,127,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,6,90,Frick Michael
10334,42,100,5,On Hold,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,NA,S-958 22,Sweden,EMEA,6,91,Berglund Christina
10348,37,100,1,Shipped,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,NA,28023,Spain,EMEA,6,25,Sommer Mart<a1>n
10358,41,100,7,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10371,20,100,5,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10382,20,100,3,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,3,57,Nelson Valarie
10412,70,100,10,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10425,49,100,9,In Process,Trucks and Buses,127,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,0,46,Labrune Janine
10108,35,58.87,15,Shipped,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,NA,1227 MM,Philippines,Japan,26,26,Cruz Arnold
10121,32,76.88,2,Shipped,Motorcycles,69,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,24,68,Henriot Paul
10135,29,61.64,16,Shipped,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,22,57,Nelson Valarie
10145,27,60.95,3,Shipped,Motorcycles,69,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,21,87,Young Julie
10159,27,80.34,11,Shipped,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,NA,United States,NA,19,24,Brown Julie
10169,38,74.11,11,Shipped,Motorcycles,69,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,18,3,O'Hara Anna
10180,35,72.03,6,Shipped,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,NA,59000,France,EMEA,18,27,Rance Martine
10190,42,76.19,3,Shipped,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,18,34,Freyre Diego
10211,21,63.72,11,Shipped,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,NA,75016,France,EMEA,16,9,Perrier Dominique
10224,37,80.34,4,Shipped,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,NA,59000,France,EMEA,15,27,Rance Martine
10237,26,79.65,4,Shipped,Motorcycles,69,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,13,90,Frick Michael
10252,47,65.8,8,Shipped,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,NA,75016,France,EMEA,12,9,Perrier Dominique
10264,37,65.1,6,Shipped,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,United States,NA,11,38,Yoshido Juri
10276,46,75.49,12,Shipped,Motorcycles,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Houston,MA,58339,United States,NA,9,63,Barajas Miguel
10285,38,59.56,3,Shipped,Motorcycles,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,9,50,Hernandez Marta
10299,33,66.49,6,Shipped,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,NA,21240,Finland,EMEA,8,86,Karttunen Matti
10309,24,56.1,2,Shipped,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,NA,4110,Norway,EMEA,7,12,Bergulfsen Jonas
10319,31,81.73,7,Shipped,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,New York,NY,10022,United States,NA,6,52,Kuo Kee
10330,42,81.03,1,Shipped,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,NA,1227 MM,Philippines,Japan,6,26,Cruz Arnold
10341,32,100,6,Shipped,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,6,72,Pipps Georg
10355,41,70.65,3,Shipped,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10363,43,61.23,14,Shipped,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,4,79,Suominen Kalle
10375,20,100,14,Shipped,Motorcycles,69,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,3,46,Labrune Janine
10390,35,65.13,4,Shipped,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10403,27,79.65,4,Shipped,Motorcycles,69,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,1,88,Devon Elizabeth
10110,43,78.15,11,Shipped,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,26,11,Ashworth Victoria
10124,32,72.7,10,Shipped,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,24,76,King Sue
10148,21,73.6,4,Shipped,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,20,3,O'Hara Anna
10161,20,100,3,Shipped,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,19,41,Ibsen Palle
